"","long","lat","el","dc","air_temp","smb","rating"
"69830140",59.220746,-71.682883,2569.5,467.501513535415,249.910386912707,92.637,1
"69953318",59.230532,-71.701544,2570.5,469.463255509029,249.928425365781,128.472,1
"70077244",59.240317,-71.720206,2567.5,471.426518773432,249.949438562147,157.728,1
"70201305",59.250103,-71.738867,2558.5,473.391053078807,249.973979900075,132.175,1
"70307690",59.259889,-71.757528,2551.5,475.356956339052,250.002628998395,80.325,1
"70431756",59.269675,-71.776189,2543.5,477.324210786632,250.035974441819,132.06,1
"70555706",59.27946,-71.794851,2535.5,479.292914762407,250.074559913368,165.288,1
"70679535",59.289246,-71.813512,2527.5,481.262819369028,250.118825506019,135.359,1
"70785677",59.299032,-71.832173,2517.5,483.234023519584,250.168988977928,167.384,1
"70909579",59.308818,-71.850835,2505.5,485.206619714135,250.224936347772,233.26,1
"70909568",59.277204,-71.866881,2501.5,487.166742120927,250.092222362569,147.576,1
"70909558",59.245591,-71.882927,2503.5,489.128160151999,249.938941369865,144.91,1
"70909548",59.213978,-71.898973,2508.5,491.090857062783,249.769553738642,119.11,1
"70909537",59.182365,-71.915019,2518.5,493.054809901786,249.592598352178,197.398,1
"70909527",59.150752,-71.931065,2528.5,495.019996070301,249.419605887716,78.192,1
"70891806",59.119139,-71.947111,2537.5,496.986393316007,249.262348738312,82.27,1
"70891796",59.087526,-71.963157,2542.5,498.953979726694,249.129591047389,59.458,1
"70891785",59.055913,-71.979203,2545.5,500.922733724118,249.025106579315,225.246,1
"70891775",59.0243,-71.995249,2550.5,502.892634057971,248.947720600443,7.395,1
"70891764",58.992687,-72.011295,2554.5,504.863659799981,248.893804567139,72.376,1
"70891754",58.961074,-72.027341,2551.5,506.835790338125,248.857378930085,32.338,1
"70891743",58.929461,-72.043387,2539.5,508.809005370958,248.833800045769,98.988,1
"70891733",58.897848,-72.059433,2540.5,510.78328490206,248.819113920582,95.922,1
"70891723",58.866235,-72.075479,2551.5,512.758609234578,248.81046624528,11.414,1
"70891712",58.834622,-72.091525,2558.5,514.734958965898,248.805926170811,132,1
"70891702",58.800949,-72.107292,2552.5,516.697511080773,248.803249887986,107.36,1
"70873985",58.767277,-72.123059,2543.5,518.66130094352,248.802688627072,145.309,1
"70873975",58.733604,-72.138827,2551.5,520.626429782752,248.803505380078,221.695,1
"70856263",58.699932,-72.154594,2581.5,522.59264369471,248.805075297043,0,1
"70856253",58.666259,-72.170362,2598.5,524.560153114967,248.806786872548,63.51,1
"70856242",58.632587,-72.186129,2610.5,526.528704732557,248.807986343863,-8.74,1
"70838532",58.598914,-72.201896,2615.5,528.498401454238,248.807967358917,31.464,1
"70838521",58.565242,-72.217664,2614.5,530.469315098535,248.800386300493,71.94,1
"70838511",58.531569,-72.233431,2613.5,532.441224746236,248.79427577554,56.244,1
"70838500",58.497897,-72.249199,2614.5,534.414310668635,248.784518160307,168.78,1
"70820792",58.464224,-72.264966,2615.5,536.388352940948,248.770546556136,40.455,1
"70820781",58.430552,-72.280733,2617.5,538.363424049939,248.751987451121,75.516,1
"70820771",58.396879,-72.296501,2619.5,540.339628862073,248.728700440647,131.502,1
"70803064",58.363207,-72.312268,2622.5,542.316716282172,248.700805939965,61.486,1
"70803053",58.329535,-72.328036,2631.5,544.294891486258,248.668675179771,124.271,1
"70803043",58.29733,-72.344152,2651.5,546.299298175593,248.634275754562,-8.64,1
"70803032",58.265125,-72.360269,2666.5,548.304580951322,248.59725335402,10.8,1
"70803022",58.23292,-72.376386,2669,550.310616401033,248.558469354244,82.321,1
"70820708",58.200715,-72.392503,2668,552.317389128153,248.51881021628,8.6,1
"70820698",58.16851,-72.40862,2672,554.324734500426,248.479133264327,24.024,1
"70820687",58.136305,-72.424737,2680,556.331947068001,248.440225611836,-5.577,1
"70820677",58.1041,-72.440854,2686,558.339862447982,248.402777875424,43.228,1
"70820666",58.071895,-72.45697,2691,560.348358507411,248.367371003641,34.587,1
"70820656",58.03969,-72.473087,2694,562.357635801869,248.334476349926,72.846,1
"70820645",58.007485,-72.489204,2696,564.367572560476,248.304458835904,162.732,1
"70838333",57.97528,-72.505321,2697,566.378154735111,248.27758841689,55.675,1
"70838323",57.943075,-72.521438,2698,568.389368472666,248.254051173867,59.36,1
"70838312",57.91087,-72.537555,2700,570.401200111769,248.077405275042,72.756,1
"70838302",57.878665,-72.553672,2701,572.413636179571,248.051626467847,50.337,1
"70838291",57.846461,-72.569789,2702,574.426654504329,248.02913009681,78.07,1
"70838281",57.812375,-72.585695,2701,576.434448503552,248.007493861284,102.124,1
"70838270",57.778289,-72.601601,2701,578.442985159051,247.988957719316,115.775,1
"70838260",57.744203,-72.617508,2702,580.452356186943,247.973337834077,129.247,1
"70838249",57.710117,-72.633414,2704,582.462332401476,247.960395322877,108.78,1
"70838239",57.676031,-72.64932,2707,584.4730059776,247.949845804489,73.5,1
"70838228",57.641945,-72.665227,2711,586.484469095496,247.941358152491,74.34,1
"70838218",57.607859,-72.681133,2711,588.496493461825,247.934552882829,120.672,1
"70838207",57.573773,-72.697039,2706,590.458012634165,247.929017602933,141.203,1
"70838197",57.539687,-72.712946,2703,592.34347440281,247.924310327977,72.314,1
"70838186",57.505601,-72.728852,2702,594.230642451279,247.919964355952,63.536,1
"70838176",57.471515,-72.744758,2703,596.119602647129,247.91551106889,123.31,1
"70838165",57.437429,-72.760665,2702,598.010441041922,247.910488244151,115.092,1
"70838155",57.403343,-72.776571,2701,599.902912815259,247.904449494421,114.258,1
"70838145",57.369257,-72.792477,2701,601.797104620753,247.896988163469,90.688,1
"70838134",57.335172,-72.808384,2704,603.693099102858,247.887745515626,106.912,1
"60767838",61.116666,-68.65,1838,123.02252878444,257.625600818867,151.4,1
"67785895",59.2,-71.283333,2629,424.279907751413,249.950789279861,121.9,1
"72386823",55.666666,-73.816666,2758,720.155931541098,245.981216881884,106.2,1
"109329167",65.016666,-76.033333,2325.5,871.290331698776,249.565388865692,37.5,1
"26367912",15,-75,3459,484.982073628187,241.8786,43,1
"26367912.1",15,-75,3459,484.982073628187,241.8786,43,1
"40550320",-10.5,-77.033333,2173,238.737493367765,253.698291092632,71,1
"19086208",-13.165,-74.105277,647,23.6495180246335,265.258612199389,220,1
"31510382",-8.050833,-76.000277,2388.5,264.994649824159,251.94771375685,69,1
"153140241.1",77.35,-80.366666,4086.5,1249.49122686366,234.316465993635,23,1
"66589179.1",39.703333,-77.316944,3792,815.50548570795,235.780640659891,29.5,1
"24691749",-9.541666,-75.088333,2438.5,176.364363011459,255.154750856004,102,1
"24691749.1",-9.541666,-75.088333,2438.5,176.364363011459,255.154750856004,101,1
"24691749.2",-9.541666,-75.088333,2438.5,176.364363011459,255.154750856004,104,1
"22565887",2,-75,2943,378.601130010052,246.604934095533,77,1
"15589875",-12.433333,-73.6,772.5,54.2619630963322,265.969511339287,324,1
"178669054.2",0,-90,2758,1249.30391261843,241.294325,85,1
"284421",4.8,-70.23,49.5,47.2614585903515,273.633991964767,272,1
"66623202",39.731,-77.317,3792,815.545418277727,235.775721707931,27.3,1
"66827194",39.616666,-77.366666,3791,820.928744703091,235.702231438876,32,1
"26123612",14.956666,-74.970638,3459,481.518042060084,241.878619754074,43.7,1
"26123612.1",14.956666,-74.970638,3459,481.518042060084,241.878619754074,40,1
"26339161",15.113388,-74.988722,3460,484.527677816515,241.878607754395,44.9,1
"26339161.1",15.113388,-74.988722,3460,484.527677816515,241.878607754395,42,1
"26367912.2",14.996361,-74.999972,3459,484.954983327605,241.878600000013,39.1,1
"26367912.3",14.996361,-74.999972,3459,484.954983327605,241.878600000013,40,1
"26396686",14.886472,-75.011194,3459,485.45833816698,241.878625212696,42.1,1
"26396686.1",14.886472,-75.011194,3459,485.45833816698,241.878625212696,39,1
"26612929",15.0435,-75.029361,3460,488.447332668914,241.878611664147,39.8,1
"26612929.1",15.0435,-75.029361,3460,488.447332668914,241.878611664147,42,1
"31510382.1",-8.05,-76,2388.5,265.015975580215,251.947578903873,62,1
"31510382.2",-8.05,-76,2388.5,265.015975580215,251.947578903873,68,1
"263816246",-148.998,-81.653,642,432.550039868685,260.173961106624,121,1
"263816246.1",-148.998,-81.653,642,432.550039868685,260.173961106624,145,1
"263816246.2",-148.998,-81.653,642,432.550039868685,260.173961106624,116,1
"239478707.1",-120,-80,1502,568.089959024653,259.688120338023,101,1
"332083684",137.78333,-68.01667,2039,168.290132575526,261.667337779998,83,1
"322485397",134.71667,-70.01667,2539.5,397.925098806726,248.239355885678,230,1
"202694150",95.516666,-69.733333,2741.5,339.490514132783,251.800357227307,230,1
"203948323",96.6,-72.133333,3261,593.166590942023,244.682359418177,89,1
"204153438",97.483333,-74.083333,3503,803.57394259008,239.95650167204,53,1
"190285413",93.816666,-75.766666,3731.5,908.385080623961,237.706061705937,53,1
"220077726",106.8,-78.45,3486,1213.5347252219,235.474411424492,25,1
"328167344",136.94,-68.94,2353.5,275.962897459324,252.012532315707,213,1
"10704132",17.29,-72.3,2409.5,231.743349205892,261.808870273658,94,1
"338939398",158.87,-70.68,1883,89.3214436453219,261.366958715976,241,1
"336892625",158.29,-71.18,2084,142.03781640812,257.766466267674,153,1
"328167345",136.9352,-68.93963,2353.5,275.97011030871,252.01105911066,213,1
"328926690",139.014716,-69.37471,2367.5,298.329119762515,253.641819002138,45,1
"324618013",135.453516,-69.58295,2438.5,360.932004427315,251.306243043969,218,1
"328268869",140.57565,-70.02911,2316.5,328.217411450683,249.703117851276,142,1
"326171718",141.383333,-70.8711,2271.5,372.552289217578,249.627094703975,117,1
"325794521",143.082,-71.40836,2188.5,392.354445250087,248.406453793932,96,1
"326471747",145.2631,-71.7117,2167,375.444113372556,248.453091368341,112,1
"331586645",156.368216,-72.27791,2199,278.278798283271,251.488802850303,113,1
"325862535",147.2874,-72.3019,2202,396.139872578727,249.003007852402,94,1
"330114134",154.48415,-72.38861,2156.5,330.507222142138,251.076503582515,100,1
"328361102",152.357166,-72.52086,2197,387.011480123112,250.349156999386,82,1
"326601996",150.173883,-72.62833,2166.5,407.254773862859,249.33416272409,84,1
"330934278",159.07575,-72.77058,2333,235.89023537689,251.388742586889,87,1
"322578880",155.299833,-74.43891,2054,223.784576126259,250.737749340373,251,1
"334277899",158.536933,-71.887,2201.5,201.466646018147,253.724483357337,129,1
"234393116",167.98333,-85.33333,2016,740.042672059741,251.402018591111,35,1
"338919756",158.862483,-70.68403,1885,89.8438183789711,261.362751388576,241,1
"336899718",158.282916,-71.17703,2083,141.981719344683,257.79942082456,153,1
"311240249",167.18181,-77.82522,0.5,42.9108576362874,262.95706811848,329.04,1
"311168260",166.96915,-77.8269,-3,38.5772801728211,263.132601116919,383.88,1
"311276070",167.41153,-77.83015,4.5,47.3704496705961,262.733563022921,493.56,1
"310973152",166.79613,-77.8475,-19,33.9296537158753,263.227417431869,393.02,1
"311107903",167.37703,-77.85502,2.5,45.3629973040107,262.744402465793,301.62,1
"310923655",166.81882,-77.85632,-20,33.8549867464565,263.224080344067,237.64,1
"311059145",167.4032,-77.86478,1.5,45.3671188847206,262.709044304442,365.6,1
"310911217",167.01395,-77.86758,-8,37.1903803911947,263.13405814359,265.06,1
"310734852",166.94843,-77.89006,-12,34.7194662921451,263.193941060233,301.62,1
"310696589",166.84448,-77.89183,-23,32.44422853808,263.233843446903,292.48,1
"310709357",166.88501,-77.89211,-18,33.282531536074,263.221929550348,383.88,1
"310424247",166.60111,-77.9192,-20,26.015392802721,263.263625059436,118.82,1
"310683738",167.38557,-77.91949,-3.5,42.4178834167871,262.675029352917,338.18,1
"310515802",166.94437,-77.92325,-14,32.8714305212525,263.218805764066,219.36,1
"310923465",168.43225,-77.9306,0.5,65.0674108577221,262.460881777185,237.64,1
"310306037",166.71553,-77.94116,-17,27.2312095525283,263.260665168098,210.22,1
"310120142",166.69875,-77.96689,-16,25.6556191714728,263.26164038106,73.12,1
"310186852",166.97054,-77.96986,-12,31.3799000240662,263.229069235771,255.92,1
"310279568",167.36998,-77.97601,-4,39.9552569528813,262.657866160424,356.46,1
"309957927",166.6835,-77.98756,-13,24.4740867220922,263.261841446689,100.54,1
"309916882",167.10971,-78.01504,-5,33.0887981044851,263.125289200885,146.24,1
"309861982",166.98816,-78.01694,-6,30.2954179636624,263.224518311096,265.06,1
"309556595",167.00044,-78.05775,-2,29.8935637403107,263.20260016958,210.22,1
"309146348",166.82098,-78.10307,2,25.6715215807254,263.241183773853,-45.7,1
"309217527",167.01529,-78.10381,3,30.1246800322409,263.157263615158,228.5,1
"490653",0,-70.416666,64.5,89.6498576460742,270.036871750056,371,1
"692553",-2.466666,-70.5,61,74.9645440666229,269.133995997267,451,1
"1291655",0,-70.75,72,57.0956504744582,270.075836971085,253,1
"1816104",0.216666,-70.933333,61,35.4066296008836,270.178548997395,244,1
"6338354",-0.716666,-72.216666,818,63.6438864273059,265.325719827544,320,1
"3689220",1.180833,-71.514166,615,36.5843603034444,265.279143829733,60,1
"692554",-2.463333,-70.5,61,74.952501962217,269.135073987314,480,1
"10757880",-0.458333,-73.096944,1989.5,159.993296031093,254.299726495243,120,1
"10757880.1",-0.458333,-73.096944,1989.5,159.993296031093,254.299726495243,200,1
"10150507",-1.1275,-72.977777,1729.5,149.302580360893,255.292217172563,50,1
"10150507.1",-1.1275,-72.977777,1729.5,149.302580360893,255.292217172563,60,1
"6562584",-1.259444,-72.260833,842,74.2818893121898,265.070935203884,450,1
"6693257",-1.705833,-72.284444,913,81.6397188313047,264.974300400336,410,1
"37515229",45.98,-71.2,2557.5,290.410425351813,251.500961143337,116,1
"37515229.1",45.98,-71.2,2557.5,290.410425351813,251.500961143337,86,1
"37515229.2",45.98,-71.2,2557.5,290.410425351813,251.500961143337,92,1
"178669054.3",0,-90,2758,1249.30391261843,241.294325,63.7,1
"15062493",40.1565,-69.015333,661.5,15.8962505948532,270.993218124508,190.862973,1
"15138274",40.205333,-69.0185,712.5,17.8056609650533,270.975005372983,204.132357,1
"15236423",40.2585,-69.022666,779.5,19.7887132437348,270.965539460764,223.629388,1
"15040944",40.120833,-69.023,630.5,14.4185065866159,271.017303492651,176.6198,1
"15312947",40.307333,-69.025,848.5,21.3350253619758,270.961715725591,223.848374,1
"15008743",40.082833,-69.025666,601.5,12.8958514523627,271.057298099661,194.513121,1
"15400574",40.360166,-69.026333,922.5,22.987023913783,270.960089700348,293.318789,1
"15477540",40.405166,-69.0285,951.5,24.5212912231668,270.959672517602,195.248138,1
"14976694",40.0525,-69.029722,568.5,11.6839139741388,271.105223000886,27.078322,1
"15565776",40.455666,-69.031666,967.5,26.0463115016981,270.959549505813,274.030606,1
"15642991",40.503,-69.035,976.5,27.1702476560663,270.959528804617,230.631317,1
"15731346",40.550333,-69.0385,984.5,28.3966559224901,270.95952633745,220.907496,1
"15819930",40.596666,-69.044,991.5,29.6833884762776,270.959474208874,208.354799,1
"15897532",40.6435,-69.0455,997.5,30.4334901818363,270.959200553113,225.143759,1
"15986233",40.6915,-69.049333,1003,31.5193899305174,270.958085386273,281.655621,1
"16063999",40.716833,-69.059,1006,32.9033858754954,270.956431921469,239.25728,1
"16164408",40.748,-69.070166,1010,34.5426834029407,270.952681147142,211.615849,1
"16265156",40.781666,-69.079444,1013,36.046877166524,270.945897934231,274.683201,1
"16354753",40.807333,-69.092166,1017,37.7658685411675,270.93571679927,185.523655,1
"16455704",40.837166,-69.103,1023,39.3749074215569,270.919455312498,217.068214,1
"16580611",40.876,-69.118333,1032,41.5995223152628,270.885479607448,235.316984,1
"16694884",40.9105,-69.131,1041,43.4889710058755,270.841161654747,180.354605,1
"16797934",40.939166,-69.1425,1048,44.6330440972737,270.790134503057,197.930179,1
"16901275",40.969666,-69.1545,1056,45.7965728625111,270.721327418537,184.830284,1
"16993461",40.997666,-69.165833,1062,46.8992626695209,270.643497290612,220.670261,1
"17097593",41.027166,-69.177833,1071,48.0960195043584,270.547079811106,182.643767,1
"17213842",41.059333,-69.1915,1086,49.443162546098,270.425833147299,53.870671,1
"17331322",41.090666,-69.204833,1118,50.7940775579868,270.296116669724,266.514861,1
"17449836",41.121166,-69.217833,1179,51.9019715299914,270.162978540343,140.303573,1
"17556709",41.149833,-69.231333,1219,52.4213551685796,270.033347182448,108.44855,1
"17663717",41.183,-69.243,1243,53.2327645774267,269.890982065868,133.720063,1
"17782849",41.219666,-69.254,1258,54.2464039609939,269.739780988497,192.525692,1
"17903240",41.257333,-69.265666,1268,55.323687935594,269.591332381447,144.22437,1
"18037019",41.289666,-69.2815,1276,56.1386324277931,269.469804106783,208.077452,1
"18159070",41.3225,-69.296,1285,57.0701561396377,269.357259989083,134.237527,1
"18293651",41.3595,-69.31,1293,58.2288893512524,269.179007557866,98.696639,1
"18416123",41.3975,-69.323166,1302,59.4905956188995,269.064539585046,131.172515,1
"18551159",41.435166,-69.3365,1317,60.7810969174619,268.958780456555,128.46412,1
"18674161",41.469666,-69.351,1332,61.9793885743488,268.864670883687,118.334974,1
"18810045",41.5085,-69.365,1344,63.3957415378616,268.764405987054,119.544312,1
"18934040",41.5425,-69.378,1349,64.6663160274037,268.676780231496,88.529369,1
"19058384",41.567333,-69.394,1359,65.6087092265947,268.598480761928,134.904962,1
"19182799",41.596833,-69.408833,1379,66.777651737549,268.508709746677,133.588391,1
"19319881",41.625333,-69.4255,1405,67.9392836790136,268.408661390722,133.418898,1
"19456994",41.651833,-69.442333,1448,69.0637903385029,268.301846062634,149.003772,1
"19581562",41.683,-69.457666,1494,70.4010753708504,268.183282556632,125.592584,1
"19705872",41.713,-69.473166,1500,71.7296268879238,268.055812903507,118.415743,1
"19842852",41.749166,-69.487833,1490,73.3184435837178,267.912100184429,111.807015,1
"19968291",41.783166,-69.501,1487,74.8265105009175,267.771329329552,75.654141,1
"20106640",41.819333,-69.515833,1488,76.4669979241639,267.605100311551,108.662634,1
"20232608",41.851166,-69.529333,1492,77.9394451242821,267.444894135512,159.402538,1
"20345999",41.872833,-69.543333,1501,79.0537335769748,267.287175945453,149.126782,1
"20510071",41.922666,-69.559166,1523,81.3028921386055,267.051381405692,95.748813,1
"20636472",41.9575,-69.573833,1535,82.9747010970008,266.839343315985,113.690032,1
"20775784",41.997833,-69.586833,1544,84.8284537297749,266.624003774119,108.832133,1
"20902753",42.03,-69.601,1550,86.418576541261,266.399597758762,132.500275,1
"21042552",42.065,-69.616,1558,88.1544998078692,266.148583010565,94.232585,1
"21183525",42.100666,-69.629833,1566,89.8959894621177,265.90082498841,135.190435,1
"21312418",42.134833,-69.644333,1573,91.6150071016124,265.637426796998,142.357118,1
"21454696",42.167333,-69.660166,1585.5,93.3299305009709,264.80122467127,88.770265,1
"21584596",42.2025,-69.6745,1597.5,95.1079353246522,264.503326577121,114.414737,1
"21728288",42.2365,-69.6895,1608.5,96.8780383240073,264.191668192462,104.656436,1
"21872545",42.271333,-69.704833,1619.5,98.703090314755,263.869458997713,128.294658,1
"22004216",42.3105,-69.7165,1631.5,100.559460448382,263.600720918382,123.33945,1
"22149401",42.3485,-69.730166,1643.5,102.453793512917,263.299953182605,110.763364,1
"22281766",42.383,-69.7445,1653.5,103.99468179706,262.995223260612,108.064804,1
"22427113",42.415833,-69.760666,1665.5,105.412060317146,262.665348763921,119.234026,1
"22559767",42.4475,-69.775833,1681.5,106.797145935478,262.359085033087,108.94536,1
"22720381",42.4835,-69.792166,1701.5,108.384081169776,262.032905293213,103.019118,1
"22855286",42.517,-69.805833,1709.5,109.857687106187,261.760862213053,125.17336,1
"22977087",42.544166,-69.8205,1714.5,111.122051216111,261.491573650424,103.054616,1
"23126479",42.5795,-69.835166,1719.5,112.713151146277,261.217105952259,103.474463,1
"23276416",42.6155,-69.849666,1717.5,114.341655831017,260.952971737758,84.879377,1
"23426559",42.659,-69.863833,1717.5,116.25991115908,260.689268109422,142.996352,1
"23562584",42.691388,-69.876944,1735.5,117.749823722818,260.466781113086,149.95169,1
"23698415",42.7295,-69.888166,1749,119.42291061965,260.263638685148,139.885248,1
"23847816",42.770166,-69.903166,1760,121.284468187379,260.01865368534,181.257297,1
"23997308",42.805666,-69.917833,1775,122.957584557906,259.795932057237,160.562779,1
"24134179",42.8435,-69.931,1789,124.69144461531,259.591970065267,124.173026,1
"24271647",42.881,-69.9445,1816,126.429731033217,259.391859497045,163.388546,1
"24423478",42.916666,-69.96,1851,128.162827168778,259.184517561614,97.092907,1
"24561761",42.9365,-69.977666,1878,129.386941617038,259.000236703768,77.371189,1
"24742284",42.983333,-69.993333,1899,131.562561253096,258.541546122244,83.196865,1
"24881441",43.0305,-70.0035,1905,133.593383818133,258.390542697038,48.827143,1
"25021240",43.080666,-70.012,1915,135.684939430156,258.246003506585,92.297869,1
"25161893",43.130833,-70.021166,1923,137.796838337524,258.101617877367,33.330421,1
"25303302",43.1595,-70.036166,1923,139.306160126045,257.971757470189,35.406087,1
"25445378",43.18935,-70.050533,1924,140.848647105617,257.849109488558,4.325316,1
"25587477",43.219666,-70.0645,1947,142.403673639957,257.733642659042,23.346244,1
"25715571",43.247333,-70.079,1980,143.888998239993,257.626780022081,57.074551,1
"25858034",43.276666,-70.093333,1993,145.437470996366,257.524529203896,59.166588,1
"26000489",43.304,-70.1085,1994,146.951999608035,257.429501854751,60.621245,1
"26128976",43.3315,-70.123333,1998,148.469930882254,257.342837007184,195.66112,1
"26272603",43.3585,-70.138166,2007,149.978801084288,257.264468069628,74.483709,1
"26416465",43.3855,-70.153333,2013,151.508950130764,257.193068866575,37.847484,1
"26546214",43.408666,-70.168666,2019,152.918868705143,257.133333349536,64.552238,1
"26675997",43.430833,-70.184166,2025,154.310060232504,257.081562814258,145.613468,1
"26864337",43.4825,-70.198666,2037,156.706303905313,257.015334004454,30.306615,1
"26820791",43.453666,-70.2005,2033,155.768536958854,257.035161881285,91.75031,1
"27082586",43.505833,-70.230166,2046,158.817744384618,256.963698530264,12.497398,1
"27228267",43.532166,-70.245166,2055,160.369149063827,256.937665219629,13.44684,1
"27359258",43.557833,-70.260333,2066,161.911997722173,256.917753023086,22.41184,1
"27505036",43.5815,-70.275833,2080,163.408066947318,256.903647404794,34.806674,1
"27636386",43.6065,-70.290333,2087.5,164.91312017722,256.893362103651,57.06173,1
"27767771",43.632166,-70.305166,2093.5,166.462336252335,256.886179214934,9.579753,1
"27913924",43.658666,-70.320166,2099.5,168.053989053671,256.881454115884,20.335283,1
"28045783",43.684666,-70.3345,2104.5,169.603685658385,256.875201095278,39.835507,1
"28222004",43.7185,-70.353666,2114.5,171.652558844974,256.874379876483,7.409667,1
"28354404",43.743,-70.3685,2121.5,173.187961911885,256.874615756991,129.958808,1
"28501818",43.768166,-70.383333,2128.5,174.751515433262,256.874562154278,69.092187,1
"28619857",43.7935,-70.397166,2135.5,176.277028920414,256.873482715152,53.386771,1
"28767558",43.819166,-70.412166,2146.5,177.875864633996,256.871862189501,66.112388,1
"28900787",43.845,-70.427333,2154.5,179.493963556659,256.868727655443,29.084718,1
"29049115",43.8725,-70.442833,2157.5,181.189417919641,256.862638653894,59.796011,1
"29182390",43.898666,-70.4575,2161.5,182.803191487776,256.853359880976,49.774003,1
"29330314",43.925666,-70.472333,2165.5,184.457386359881,256.838578121117,8.325143,1
"29463885",43.952666,-70.4865,2168.5,186.081019452699,256.815291754072,67.428875,1
"29612761",43.983333,-70.501,2173.5,187.845574782012,256.777476872161,84.229866,1
"29746978",44.01,-70.515166,2179.5,189.465007057015,256.72834142828,28.187044,1
"29896231",44.039333,-70.529666,2180.5,191.192309743279,256.65703879993,110.958629,1
"30030703",44.066666,-70.545,2178.5,192.902852415282,256.567768339349,107.43093,1
"30180138",44.090833,-70.560666,2176.5,194.533370852797,256.467137541151,144.684329,1
"30314712",44.111833,-70.576333,2174.5,196.06712017766,256.362044839328,82.944601,1
"30434792",44.127833,-70.591666,2172.5,197.42786207689,256.268866540524,56.881265,1
"30570197",44.1503,-70.607,2172.5,199.001227147013,256.138779956387,19.765387,1
"30705490",44.172833,-70.6225,2181,200.590723179662,256.003963653958,53.398292,1
"30855662",44.196166,-70.638333,2197,202.229194049492,255.866007792701,75.100517,1
"30960900",44.211,-70.651666,2209,203.460670276195,255.779221470208,18.96478,1
"31111357",44.235,-70.669666,2225,205.254705974815,255.651424446496,134.216172,1
"31247032",44.255666,-70.6855,2239,206.824211021808,255.552442448955,56.475235,1
"31458399",44.283,-70.711,2254,209.177275363773,255.440879904917,80.93012,1
"31503722",44.277,-70.72,2255,209.526344739968,255.469355314165,41.717032,1
"31579249",44.263,-70.737,2256,210.116169563356,255.528399076551,15.30918,1
"31639615",44.247,-70.754,2257,210.662224890501,255.587227618686,36.861153,1
"31745153",44.241,-70.772,2261,211.592032431583,255.60451107021,2.269962,1
"31835639",44.235,-70.79,2266,212.537181820266,255.618311126977,32.172387,1
"31941104",44.226,-70.811,2272,213.599146583726,255.63589180618,21.23305,1
"32046391",44.224,-70.827,2278,214.566952135503,255.6321906914,79.542939,1
"32136530",44.219,-70.844,2282,215.521734314021,255.633704639751,96.72053,1
"32241303",44.214,-70.863,2287,216.621127908894,255.630138655809,39.774843,1
"32315933",44.206,-70.88,2287,217.515062507054,255.631661650262,49.543546,1
"32420372",44.2,-70.898,2289,218.541801918262,255.616077927259,121.124136,1
"32509922",44.194,-70.916,2293,219.582007655193,255.599075065696,104.410246,1
"32614173",44.189,-70.934,2298,220.664622365314,255.573770860767,175.683651,1
"32703109",44.185,-70.951,2304,221.719743685171,255.38620424326,121.609025,1
"32806628",44.177,-70.97,2310,222.812788775781,255.328747895423,143.17565,1
"32895234",44.174,-70.987,2314.5,223.920405248031,255.260065557529,87.339329,1
"32998549",44.169,-71.005,2321.5,225.053981774728,255.179745054808,69.136964,1
"33086961",44.162,-71.023,2328.5,226.144712518902,255.090503985273,55.188547,1
"33189806",44.156,-71.041,2332.5,227.27591918067,254.986515672368,81.253152,1
"33277838",44.15,-71.059,2329.5,228.419576195726,254.868712029258,131.943192,1
"33365883",44.144,-71.077,2328.5,229.575496933498,254.73653315388,129.121366,1
"33468805",44.138,-71.095,2338.5,230.743496527665,254.589647218573,177.222021,1
"33557101",44.132,-71.113,2351.5,231.923391929213,254.428009336218,53.882376,1
"33645124",44.125,-71.13,2362.5,233.013220079885,254.263726635496,89.285294,1
"33747615",44.12,-71.149,2369.5,234.318147332278,254.062048489741,128.163387,1
"33850209",44.115,-71.167,2372.5,235.558711104028,253.85836497426,176.98548,1
"33938136",44.108,-71.184,2371.5,236.681327633343,253.658289690285,142.508,1
"34026037",44.103,-71.202,2374.5,237.943163715868,253.434725692754,129.197943,1
"34128515",44.097,-71.22,2381.5,239.189971615344,253.205129922315,110.945355,1
"34216314",44.091,-71.238,2391.5,240.447458389595,252.97093792395,42.588414,1
"34318727",44.084,-71.256,2402.5,241.69034672475,252.735774480329,37.609717,1
"34406526",44.08,-71.274,2407.5,243.018725929566,252.498796022668,53.675971,1
"34509098",44.073,-71.292,2411.5,244.282330530642,252.268115760411,109.569535,1
"34597165",44.067,-71.309,2412.5,245.500294311244,252.055344684627,102.372702,1
"34699998",44.061,-71.328,2414.5,246.889297574995,251.825908509666,87.865589,1
"34787999",44.056,-71.345,2419.5,248.150064662956,251.630199585279,95.329057,1
"34875867",44.05,-71.363,2425.5,249.477091761985,251.435224624214,142.196781,1
"34978234",44.044,-71.381,2433.5,250.81352906718,251.2534508365,172.02739,1
"35065880",44.038,-71.399,2439.5,252.159226443781,251.085676554977,165.363488,1
"35168307",44.032,-71.417,2445.5,253.23155181724,250.932319226305,180.143817,1
"35256227",44.026,-71.435,2450.5,254.265820519381,250.793456563353,160.863916,1
"35358844",44.02,-71.453,2453.5,255.312088983275,250.663699908717,148.379376,1
"35446809",44.013,-71.471,2459.5,256.342350670252,250.557062759063,132.87428,1
"35534954",44.007,-71.489,2468.5,257.412350148605,250.462566534916,82.180472,1
