"","long","lat","el","dc","air_temp","smb","rating"
"298577343",119.4873,-69.0053,1919.5,229.394346351615,259.590008038572,290,1
"298739746",119.5395,-69.0054,1914.5,229.875454644841,259.577614698614,399,1
"298902096",119.5891,-69.0055,1921.5,229.994534485112,259.57090877709,428,1
"299064318",119.6412,-69.0055,1946.5,230.04776492666,259.567160547281,307,1
"299208252",119.6909,-69.0056,1961.5,230.128724151062,259.565421700616,160,1
"299369904",119.743,-69.0057,1963,230.233018827391,259.564632891553,176,1
"299530987",119.7926,-69.0058,1965,230.351802392025,259.564366064055,202,1
"299691863",119.8423,-69.0059,1966,230.489323797443,259.564298192406,235,1
"299852229",119.8944,-69.0059,1960,230.641732768544,259.564291750524,319,1
"300012181",119.9465,-69.006,1947,230.825529599836,259.564298995174,328,1
"300171732",119.9986,-69.0061,1942,231.029572105843,259.564299987938,349,1
"300313491",120.0458,-69.0062,1941,231.232898253771,259.564298954268,340,1
"300472802",120.0979,-69.0063,1949,231.475373050314,259.564277560828,218,1
"300649313",120.1525,-69.0063,1951,231.736862261693,259.564149133164,302,1
"300772339",120.2014,-69.0095,1951,232.337586091792,259.563738790447,277,1
"300912634",120.2502,-69.0127,1951,232.954484356158,259.562684568235,311,1
"301052695",120.2998,-69.0128,1952,233.251822995079,259.560353095659,281,1
"301209801",120.3495,-69.0129,1957,233.567688383322,259.555642121414,307,1
"301366612",120.4016,-69.013,1964,233.917487584229,259.546219798109,323,1
"301523197",120.4538,-69.013,1971,234.276627864058,259.52905217039,357,1
"301679644",120.5059,-69.0131,1987,234.665545391064,259.499583034081,273,1
"301818621",120.5531,-69.0132,1995,235.035652085658,259.452179915062,281,1
"301974899",120.6026,-69.0129,1997,235.396730481461,259.385041185181,298,1
"302131092",120.6521,-69.0127,2000,235.786166301781,259.292751034563,281,1
"302269842",120.7017,-69.0124,2004,236.183008638856,259.176993220155,286,1
"302425844",120.7536,-69.0121,2006,236.618376135213,259.041344821767,311,1
"302581698",120.8032,-69.0118,1997.5,237.050706982754,258.913732380882,319,1
"302720129",120.8502,-69.0116,1980.5,237.485328638202,258.808165520974,449,1
"302858462",120.8972,-69.0113,1978.5,237.9245248658,258.724762830068,336,1
"303013607",120.9492,-69.011,1992.5,238.431673800525,258.663741867701,189,1
"303185706",121.0037,-69.0107,1989.5,238.984681430241,258.618635912049,248,1
"303323302",121.0532,-69.0105,1984.5,239.512241795001,258.593934820683,235,1
"303477876",121.1028,-69.0102,1990.5,240.046883380842,258.579482713919,332,1
"303632189",121.1548,-69.0099,2000.5,240.626726426872,258.571249188921,277,1
"303786329",121.2043,-69.0096,2005.5,241.193960501696,258.567287474391,336,1
"303940352",121.2563,-69.0093,2013.5,241.808963970753,258.565361761338,349,1
"304077164",121.3058,-69.0091,2025.5,242.129812172862,258.564621631254,206,1
"304230749",121.3553,-69.0088,2036.5,242.281118622277,258.564369648002,77,1
"304383805",121.4049,-69.0085,2048.5,242.449947632224,258.564305921369,206,1
"304519506",121.4544,-69.0082,2055.5,242.635876641082,258.564300025908,248,1
"304671929",121.5064,-69.008,2058.5,242.862693663672,258.564299982287,256,1
"304824048",121.5559,-69.0077,2057.5,243.08434273173,258.564298430933,244,1
"304958899",121.6054,-69.0074,2057.5,243.323348320143,258.564275231451,214,1
"305109646",121.6574,-69.0071,2061.5,243.594728349249,258.564144326188,315,1
"305259706",121.707,-69.0069,2066.5,243.880773470988,258.563696258553,294,1
"305409026",121.759,-69.0066,2052.5,244.189258960626,258.562411492722,286,1
"305541128",121.8085,-69.0063,2051.5,244.498889999863,258.559586923873,227,1
"305688819",121.8583,-69.0063,2065.5,244.801869817805,258.553768259446,210,1
"305819350",121.9082,-69.0064,2076.5,245.130947495882,258.542689045696,290,1
"305965484",121.958,-69.0064,2081.5,245.46562326158,258.522940276789,260,1
"306094327",122.0079,-69.0064,2083.5,245.818154354032,258.489477713689,277,1
"306238077",122.0577,-69.0065,2085.5,246.197970469377,258.436088543323,210,1
"306365358",122.1075,-69.0065,2091.5,246.575873739224,258.356131169735,256,1
"306507330",122.1574,-69.0065,2101.5,246.96670105943,258.237438951977,244,1
"306632545",122.2072,-69.0066,2099.5,247.384497829575,258.097808275703,290,1
"306772557",122.257,-69.0066,2092.5,247.808180239764,257.94280208404,269,1
"306896376",122.3069,-69.0066,2082,248.24945598849,257.790815283045,311,1
"307035296",122.3567,-69.0067,2079,248.71727669283,257.659792726493,252,1
"307157975",122.4066,-69.0067,2086,249.160823381551,257.563802558853,223,1
"307295059",122.4564,-69.0067,2094,248.965913220397,257.491327480117,214,1
"307416435",122.5087,-69.0068,2084,248.790883583042,257.441861401255,197,1
"307552293",122.5611,-69.0068,2093,248.623564540374,257.412044250702,235,1
"307672032",122.6084,-69.0068,2113,248.489011984211,257.396384708417,265,1
"307805600",122.6583,-69.0068,2121,248.364044071661,257.387115506088,181,1
"307923524",122.7081,-69.0069,2127,248.26784076708,257.382321255848,147,1
"308055459",122.7579,-69.0069,2133,248.177949750359,257.380030463928,139,1
"308172296",122.8078,-69.0069,2139,248.105362519202,257.379054501938,231,1
"308303411",122.8576,-69.007,2140,248.061501820269,257.378707316718,244,1
"308419658",122.9075,-69.007,2142,248.023927463498,257.378612797723,214,1
"308535748",122.9573,-69.007,2151,248.003911762951,257.378600472977,244,1
"308666092",123.0072,-69.0071,2156,248.011391778561,257.378600006702,206,1
"308781637",123.057,-69.0066,2156,247.964225525636,257.378599662775,105,1
"308911227",123.1093,-69.0063,2156,247.958536992489,257.378586362214,185,1
"309040232",123.1591,-69.0061,2160,247.980559860289,257.378507564308,197,1
"309168726",123.2114,-69.0059,2164,248.023613566642,257.378164864812,218,1
"309282530",123.2637,-69.0056,2171,248.074819275042,257.377146761773,265,1
"309410073",123.316,-69.0054,2176,248.15490866944,257.374656106758,172,1
"309536714",123.3659,-69.0051,2180,248.233081955745,257.369627466716,113,1
"309662351",123.4182,-69.0049,2178,248.346494118525,257.359359233375,143,1
"309773459",123.4704,-69.0046,2178,248.467694631388,257.340505240044,193,1
"309897546",123.5203,-69.0044,2178.5,248.611025120812,257.309773531901,176,1
"310020371",123.5726,-69.0041,2182.5,248.769934149281,257.25810950647,181,1
"310141527",123.6249,-69.0039,2187.5,248.959007289697,257.18050937421,176,1
"310247993",123.6747,-69.0036,2187.5,249.144641488505,257.072430944329,176,1
"310366643",123.727,-69.0034,2186.5,249.370862276598,256.943866728369,214,1
"310484570",123.7793,-69.0031,2186.5,249.605011044028,256.807264730057,164,1
"310601726",123.8316,-69.0029,2189.5,249.869088360263,256.687894598799,189,1
"310704438",123.8814,-69.0026,2192.5,250.126005397167,256.588827224533,265,1
"310818779",123.9337,-69.0024,2193.5,250.426810430028,256.51222385198,185,1
"310931385",123.9859,-69.0021,2193.5,250.734692172455,256.461091232761,151,1
"311030117",124.0357,-69.0019,2203.5,251.055191888667,256.430370712175,118,1
"311139848",124.088,-69.0016,2223.5,251.400077239029,256.411162832997,227,1
"311247971",124.1403,-69.0014,2221.5,251.160815466442,256.400495389693,139,1
"311343344",124.1901,-69.0012,2220.5,250.920196597395,256.39511416771,147,1
"311450000",124.2424,-69.0009,2222.5,250.67591930912,256.392323485177,202,1
"311544186",124.2947,-69.0006,2226.5,250.450504784626,256.391105474102,227,1
"311648617",124.347,-69.0004,2232.5,250.255090021783,256.390652136498,256,1
"311751964",124.3994,-68.9997,2235.5,250.022912764019,256.390522745019,160,1
"311854719",124.4493,-68.999,2238.5,249.815790367619,256.390501010307,252,1
"311957110",124.5018,-68.9983,2241.5,249.620595269797,256.390500000068,202,1
"312058503",124.5542,-68.9975,2244.5,249.433653116792,256.390500528917,118,1
"312146799",124.6066,-68.9968,2248.5,249.276979380567,256.390504123512,151,1
"312245316",124.6565,-68.9961,2248.5,249.141916994963,256.390493658476,143,1
"312343269",124.7089,-68.9954,2245.5,249.022761348033,256.3903907919,223,1
"312440671",124.7614,-68.9947,2240.5,248.922845765302,256.38999439962,328,1
"312537821",124.8138,-68.994,2237.5,248.842279448636,256.38889847235,277,1
"312623731",124.8637,-68.9933,2243.5,248.779792873073,256.386531175395,269,1
"312719774",124.9161,-68.9926,2246,247.68898506088,256.381466531457,147,1
"312804701",124.966,-68.9919,2242,246.630574227095,256.372442509711,197,1
"312899712",125.0184,-68.9911,2235,245.526742344102,256.355862851631,239,1
"312992452",125.0708,-68.9904,2236,244.447043536467,256.328497324578,260,1
"313085639",125.1232,-68.9897,2237,243.382010418421,256.292806033213,252,1
"313179291",125.1732,-68.989,2237,242.376457455763,256.23931998285,260,1
"313262656",125.2256,-68.9883,2237,241.340636447239,256.169789942406,290,1
"313356414",125.278,-68.9876,2236,240.320061956423,256.093953523663,298,1
"313450039",125.3279,-68.9869,2242,239.359205706027,256.0252813769,386,1
"313533118",125.3803,-68.9862,2246,238.368952704497,255.964836553086,206,1
"313626361",125.4327,-68.9855,2247,237.394530702862,255.919638821107,101,1
"313719373",125.4826,-68.9848,2245,236.478128014618,255.886409423756,189,1
"313811814",125.535,-68.984,2241,235.525045952385,255.867300746189,265,1
"313893461",125.5874,-68.9833,2238,234.59846469566,255.855877364469,395,1
"314075010",125.6924,-68.9828,2231,232.884437598233,255.845889738761,181,1
"314154747",125.7424,-68.983,2230,232.137679230839,255.84419637041,260,1
"314234041",125.795,-68.9831,2225,231.358279181898,255.843365409666,307,1
"314322766",125.8475,-68.9833,2223,230.608809910799,255.84303331534,307,1
"314401234",125.9001,-68.9835,2223.5,229.876233666626,255.84292965711,286,1
"314488961",125.9501,-68.9837,2215.5,229.198097494317,255.842903754594,218,1
"314566694",126.0027,-68.9839,2208.5,228.50187597514,255.842900661895,269,1
"314654045",126.0552,-68.9841,2209.5,227.825854421813,255.842903647273,315,1
"314731614",126.1078,-68.9843,2215.5,227.167546270402,255.842923902323,286,1
"314808922",126.1578,-68.9844,2215.5,226.550074072461,255.842960539436,260,1
"314895333",126.2104,-68.9846,2214.5,225.929387144615,255.84305159389,265,1
"314971987",126.2604,-68.9848,2213.5,225.354603359008,255.843187609205,281,1
"315048436",126.313,-68.985,2211.5,224.765119144244,255.843366403274,307,1
"315134118",126.3655,-68.9852,2209.5,224.196545770693,255.843524931444,286,1
"315209637",126.4181,-68.9854,2209.5,223.646786920847,255.843541758176,239,1
"315284625",126.4681,-68.9855,2211.5,223.133158706652,255.843228050281,323,1
"315368661",126.5206,-68.9857,2217.5,222.62371441377,255.842221964627,340,1
"315442310",126.5732,-68.9859,2213.5,222.133620135439,255.84505053505,265,1
"315514856",126.6232,-68.9861,2200.5,221.687838397364,255.842817260908,386,1
"315586928",126.6758,-68.9863,2191.5,221.237884638189,255.838290949314,315,1
"315668107",126.7283,-68.9865,2181.5,220.809533855025,255.83136238951,370,1
"315740142",126.7783,-68.9866,2183.5,220.411067483709,255.823059016909,441,1
"315812086",126.8309,-68.9868,2189.5,220.022667493354,255.813723046917,319,1
"315892486",126.8834,-68.987,2193,219.396527856244,255.805101862416,235,1
"315963335",126.9378,-68.9872,2196,218.630116366017,255.793138083137,239,1
"316042013",126.9895,-68.9864,2195,217.817769736331,255.789313009312,206,1
"316120211",127.0411,-68.9856,2191,217.024931540235,255.786798701682,290,1
"316189515",127.0928,-68.9848,2186,216.249054901856,255.785227720181,336,1
"316267316",127.1445,-68.984,2177,215.49173346933,255.784297489774,307,1
"316335729",127.1961,-68.9832,2168,214.754413247396,255.78377746598,357,1
"316412493",127.2478,-68.9825,2167,214.045355759268,255.783505028517,328,1
"316480770",127.2995,-68.9817,2169,213.344880933504,255.783375946638,307,1
"316557507",127.3511,-68.9809,2173,212.664876441152,255.783322723581,378,1
"316625622",127.4028,-68.9801,2173,212.003225543298,255.783309025899,319,1
"316702166",127.4544,-68.9793,2172,211.362342796679,255.783301544695,361,1
"316770139",127.506,-68.9801,2176,210.913305962648,255.783300465962,227,1
"316838085",127.5575,-68.9809,2179,210.478737463666,255.783301654718,269,1
"316906025",127.6091,-68.9818,2180,210.074703161849,255.783308274035,328,1
"316973965",127.6606,-68.9826,2181,209.681935741951,255.783299397306,344,1
"317041894",127.7122,-68.9834,2181.5,209.309461498635,255.783285371041,260,1
"317109815",127.7637,-68.9843,2178.5,208.970048185764,255.783233290119,365,1
"317177721",127.8153,-68.9851,2173.5,208.640373448996,255.783091049217,365,1
"317245594",127.8669,-68.9859,2174.5,208.332258515461,255.782764631505,353,1
"317304924",127.9184,-68.9867,2168.5,208.046500905045,255.782098536648,311,1
"317372675",127.97,-68.9876,2150.5,207.792703616923,255.78084557646,281,1
"317440341",128.0216,-68.9884,2141.5,207.549782029755,255.778659350831,239,1
"317507985",128.0732,-68.9892,2153.5,207.328755539476,255.775110035706,412,1
"317575618",128.1247,-68.99,2150.5,207.130227384483,255.776193678306,370,1
"317634783",128.1758,-68.9925,2139.5,207.143190947939,255.770218303587,328,1
"317770032",128.2765,-68.9933,2145,206.777072785579,255.753497970684,315,1
"317837661",128.3256,-68.9933,2150,206.585810034425,255.744759481006,357,1
"317905241",128.3772,-68.9933,2144,206.406293079687,255.730116823586,361,1
"317972594",128.4289,-68.9933,2126,206.248566668674,255.725249118707,332,1
"318039883",128.4806,-68.9933,2126,206.113051081019,255.722134745965,399,1
"318107285",128.5322,-68.9933,2136,205.999987812536,255.720338444334,344,1
"318174871",128.5839,-68.9933,2138,205.906829172597,255.719410221455,361,1
"318251141",128.6356,-68.9932,2137,205.820529782297,255.719004704106,193,1
"318318878",128.6872,-68.9932,2139,205.767762460849,255.718879466237,273,1
"318386218",128.7389,-68.9932,2137,205.737230189782,255.718882372467,273,1
"318444682",128.7904,-68.9948,2129,205.906966998244,255.718926096573,311,1
"318511114",128.842,-68.9965,2129.5,206.102976105723,255.718967737228,357,1
"318568889",128.8935,-68.9981,2133.5,206.309754857329,255.718991504746,349,1
"318634931",128.9451,-68.9997,2127.5,206.538703189762,255.718999094806,382,1
"318692733",128.994,-69.0012,2124.5,206.774041621937,255.718999999742,353,1
"318750496",129.0456,-69.0028,2145.5,207.038520397801,255.718999368245,311,1
"318816462",129.0972,-69.0044,2156.5,207.318119280084,255.718985163909,202,1
"318882320",129.1513,-69.0061,2159.5,207.636736843719,255.718904154291,239,1
"318939886",129.2003,-69.0076,2149.5,207.941526322767,255.718656480066,395,1
"318997434",129.2519,-69.0092,2137.5,208.284830705962,255.717986542933,307,1
"319063261",129.3035,-69.0109,2128.5,208.653649634052,255.716474109139,210,1
"319120902",129.355,-69.0125,2123.5,209.03240348129,255.713400120998,340,1
"319186749",129.4066,-69.0141,2119.5,209.432835987377,255.707569866165,433,1
"319244312",129.4582,-69.0157,2119.5,209.854449515106,255.69716216415,542,1
"319375869",129.5617,-69.0168,2124.5,210.531382061255,255.646556018355,311,1
"319441629",129.6136,-69.0164,2131.5,210.798385902017,255.603032645326,248,1
"319507413",129.6655,-69.0159,2148.5,211.076058772812,255.54403587148,332,1
"319573216",129.7174,-69.0155,2166.5,211.386263062409,255.4721762667,319,1
"319647241",129.7693,-69.015,2183.5,211.706997347405,255.395119057465,323,1
"319713037",129.8212,-69.0145,2184.5,212.049130319273,255.323075648718,302,1
"319778823",129.8731,-69.0141,2178.5,212.423437766649,255.264122795395,307,1
"319844627",129.925,-69.0136,2179.5,212.808031235724,255.221237233395,323,1
"319910425",129.9769,-69.0132,2182.5,213.224526511404,255.192959189949,214,1
"319976215",130.0288,-69.0127,2190.5,213.651122342795,255.178127139003,290,1
"320050272",130.0807,-69.0122,2192.5,214.098548069656,255.167578207543,294,1
"320116216",130.1326,-69.0118,2186.5,214.577419199256,255.161886341559,357,1
"320182268",130.1845,-69.0113,2179.5,215.066082503697,255.159044722312,374,1
"320256671",130.239,-69.0108,2175.5,215.603886758108,255.157726856746,340,1
"320314525",130.2883,-69.0104,2178.5,216.115198962447,255.157271282634,332,1
"320380585",130.3402,-69.0099,2182.5,216.664675966182,255.157123618532,340,1
"320446617",130.3921,-69.0095,2170.5,217.244722747731,255.157095463714,496,1
"320520849",130.444,-69.009,2165.5,217.833976074232,255.157098945641,412,1
"320586836",130.4959,-69.0086,2166.5,218.453413557483,255.157099957937,370,1
"320652835",130.5478,-69.0081,2178.5,219.081802093784,255.157098672218,353,1
"320718835",130.5997,-69.0076,2185.5,219.729527549406,255.157076025741,361,1
"320784821",130.6515,-69.0072,2175.5,220.405423378469,255.156952579782,294,1
"320850804",130.7034,-69.0067,2163.5,221.09123655632,255.156514048999,370,1
"320916817",130.7553,-69.0063,2172.5,221.801634974793,255.155326120172,248,1
"320982896",130.8072,-69.0058,2180.5,222.519187225608,255.152584989855,315,1
"280512821",112.3087,-67.3303,699.5,118.813659190196,267.87574829267,781,1
"280215060",112.25987,-67.35646,712.5,119.745505338008,267.872888781372,823,1
"279897397",112.20903,-67.38352,728.5,120.798553601905,267.871354429071,781,1
"279420992",112.13518,-67.42262,752.5,122.500588550664,267.869450429243,790,1
"279123404",112.08636,-67.44883,764.5,123.755607368161,267.869637212122,811,1
"278805882",112.03429,-67.47706,778.5,124.662330364543,267.870266588156,617,1
"278587666",112.01319,-67.50879,800.5,126.619084523953,267.868956293232,529,1
"278429008",112.07045,-67.60105,920.5,135.870888798029,267.864705612068,433,1
"278131682",112.05358,-67.65431,994.5,139.939248004411,267.857222119572,496,1
"277973145",112.045,-67.6849,1025.5,142.366322555011,267.850350864103,559,1
"277517472",112.06559,-67.8102,1174.5,154.05101677085,267.769654372949,1037,1
"277458131",112.08608,-67.84718,1185.5,157.9125886327,267.715811986789,1004,1
"277379040",112.09693,-67.87502,1209.5,160.722247695709,267.658259936696,382,1
"277339507",112.10175,-67.88889,1223.5,162.112495144364,267.623003832971,445,1
"277240681",112.12345,-67.93166,1257.5,166.553659580433,267.482222756521,1033,1
"277181383",112.1343,-67.95435,1256.5,168.898567450555,267.382716401448,932,1
"277122073",112.15,-67.9833,1283.5,171.941487352913,267.225904592979,580,1
"277023316",112.14397,-68.00166,1307.5,173.51196205729,267.102562085084,924,1
"276904699",112.13731,-68.02466,1329.5,175.513803850865,266.746696707343,617,1
"276647651",112.12405,-68.07427,1424.5,179.905259262842,266.198627745,500,1
"276430319",112.1132,-68.11391,1418.5,183.441589861147,265.647391298403,508,1
"276213034",112.10175,-68.15511,1414.5,187.154751339086,264.971939466885,1008,1
"275975767",112.08728,-68.20214,1503.5,191.413823699749,264.097270125807,575,1
"275817561",112.0814,-68.2306,1536.5,194.072264841135,263.535341715933,311,1
"275777999",112.1043,-68.2655,1539.5,197.935961233549,262.846797907301,638,1
"275718667",112.12841,-68.30041,1556.5,201.827971428433,262.174690990983,806,1
"275639553",112.18386,-68.36893,1591.5,209.630508602504,261.000060006797,1184,1
"275580242",112.20315,-68.3983,1607.5,212.892611524099,260.435123680537,945,1
"275580237",112.2104,-68.4061,1612.5,213.799300241113,260.339642013031,357,1
"26491790",-59.01,-62.271,170.5,128.40110417658,283.722329484337,700,1
"26376478",-59,-62.25,10.5,130.268881601762,283.800712627689,6,1
"26722620",-59.05,-62.292,354.5,127.265686613029,283.656446043244,1200,1
"178669054.6",0,-90,2758,1249.30391261843,241.294325,103,1
"43488112",-60.33,-65.25,32.5,42.4808631890369,277.557562914128,0,1
"44720207",-60.5,-65.42,32.5,52.2777510612008,277.434060555451,0,1
"45785372",-60.5,-65.67,31,29.2088431949033,277.355825517368,0,1
"49799438",-61,-66.25,278,2.82855272632455,277.071906495701,0,1
"32898932",-60.368646,-62.682956,326,119.622959288877,283.423406390162,246,1
"687455",12,-70.08611,43.5,34.7079226766745,273.922717698412,135,1
"267383719",-168.666666,-82.366666,35.5,553.58509063853,259.919083071286,89,1
"13849024",-14.24848,-73.16544,102,0.325666715825162,266.046571571316,378,1
"11783859",-16.39444,-72.59562,27.5,67.3983636828245,270.85932342601,258,1
"11581612",-16.34255,-72.55985,29.5,67.3405996157126,271.137136302701,256,1
"11248221",-16.24516,-72.50288,45.5,67.3424578487227,271.461812988461,348,1
"9637137",-15.75618,-72.11591,4.5,86.9424808695059,271.926185990204,378,1
"103176778",72.36666,-68.95,49.5,124.836841097911,270.726021099154,440,1
"102496938",71.93333,-69.25,60.5,134.791060615541,270.694008819655,400,1
"102210244",71.51666,-69.61666,70.5,160.805364571312,269.267315298999,340,1
"101701726",71.11666,-69.9,74.5,184.908744286534,266.762243578843,300,1
"101325486",70.66666,-70.25,82,219.279251284378,265.91905519101,210,1
"101214714",70.28333,-70.58333,91,254.565021439358,265.908179061512,160,1
"100838137",69.8,-70.93333,88,292.94812387705,265.808075906467,90,1
"100705001",69.4,-71.25,92.5,328.619396864337,263.284219639216,40,1
"28210811",-57.43,-63.82,502.5,23.8307446551829,279.954846245552,-67,1
"40473955",-26.55,-75.75,17.5,57.5607458920799,267.922310152067,277.2,1
"1809316",-7.95,-70.75,43.5,43.1880146031509,273.216618889562,313.5,1
"8081483",-3.75,-72.53778,1808.5,130.023961950194,263.307167523696,6.8,1
"687455.1",12,-70.08611,43.5,34.7079226766745,273.922717698412,135,1
"66555204",39.786,-77.298,3791,813.505317205721,235.816066704332,25.6,1
"66589179.2",39.703,-77.317,3792,815.511304605956,235.780556965555,28.8,1
"53417098",31.9,-76.794,3732.5,742.586840939609,237.368014260244,34.1,1
"40851932",25.834,-75.888,3652.5,599.597027495484,239.246580149136,41.9,1
"40851932.1",25.834,-75.888,3652.5,599.597027495484,239.246580149136,38.7,1
"309571232",161.006753,-77.69392,1224,61.1204332066722,254.690245289968,-23.887,1
"309585197",161.060254,-77.695874,1184,59.8563186652057,254.746710605759,-52.393,1
"309543266",160.97659,-77.696416,1282,61.8395252910351,254.643135307354,-39.159,1
"309599158",161.079815,-77.69708,1170,59.3956297949576,254.767177744575,-75.206,1
"309557249",161.020895,-77.697143,1212,60.7914856444323,254.701652620978,-63.224,1
"309599155",161.106578,-77.697244,1096,58.7620829349081,254.797347660947,-69.185,1
"309543264",160.992217,-77.697272,1259,61.4711099625371,254.670417720271,-48.62,1
"309613098",161.126091,-77.697363,1034,58.3001860370469,254.819570366061,-95.415,1
"309613097",161.130169,-77.698703,1019,58.2072703226156,254.822654997087,-97.352,1
"309557245",161.051949,-77.699854,1164,60.0629437204325,254.732540022136,-41.3,1
"309585191",161.108484,-77.699937,1076,58.7244672569968,254.796253187094,-78.747,1
"309529267",161.007455,-77.700254,1236,61.1177041520443,254.683164434871,-62.064,1
"309599151",161.135122,-77.700512,1023,58.0955693083707,254.826204108352,-65.271,1
"309557242",161.079161,-77.701012,1125,59.4221455147197,254.761611526959,-35.793,1
"309571219",161.112232,-77.702571,1071,58.6445937129304,254.797351044452,-52.867,1
"309473155",160.947293,-77.703223,1273,62.5511155257953,254.615557255246,-22.328,1
"309543253",161.079942,-77.704539,1123,59.4162866686953,254.758157889265,-67.315,1
"309515256",161.043496,-77.704812,1182,60.279826399004,254.717002943156,-67.456,1
"309473154",160.960183,-77.704862,1271,62.2516403549198,254.626999363912,-49.594,1
"309459073",160.97517,-77.707785,1252,61.9085077362709,254.639164108557,-74.854,1
"309444985",160.945758,-77.708066,1266,62.6054583710594,254.607982334427,-49.169,1
"309529253",161.123154,-77.708548,1090,58.4118624938007,254.802714091884,-88.829,1
"309416760",160.919701,-77.709522,1267,63.2280504464144,254.579453836819,-33.605,1
"309430877",160.960581,-77.710964,1253,62.2679544473541,254.619818087449,-67.33,1
"309430857",161.127778,-77.722974,1123,58.3961332441286,254.790795496426,-60.085,1
"309696570",161.66249,-77.725357,419.5,45.8284885982532,255.406867168168,-197.321,1
"309710457",161.714208,-77.72618,422.5,44.6235988853772,255.482173221255,-164.356,1
"309388466",161.144338,-77.729732,1126,58.0651679218995,254.802357630858,-31.964,1
"309668751",161.68394,-77.730055,472.5,45.3845833218284,255.423161452766,-172.927,1
"309889986",162.130095,-77.730857,273.5,34.9242763065922,255.915750481382,-216.759,1
"309848750",162.089707,-77.733412,325.5,35.9064045216741,255.856554104812,-167.95,1
"309834983",162.069579,-77.734274,337.5,36.3902028679581,255.829763984362,-169.74,1
"309613032",161.653506,-77.735336,514.5,46.1645118045257,255.386331902586,-180.864,1
"309331827",161.115731,-77.735565,1141,58.7969273621956,254.761457188114,-67.607,1
"309793590",162.01777,-77.736712,383.5,37.6385668936141,255.763769294974,-168.106,1
"309821203",162.094253,-77.73747,322.5,35.8597392814279,255.848624131166,-196.811,1
"309765907",161.997551,-77.737758,397.5,38.1271171624272,255.739067240956,-165.105,1
"309807400",162.074212,-77.738502,341.5,36.344398158593,255.821578515599,-184.056,1
"309752052",161.977229,-77.738651,416.5,38.615872180866,255.715372603695,-163.42,1
"309752047",162.022256,-77.74105,388.5,37.598884118996,255.755748143487,-166.342,1
"309738184",162.001987,-77.742249,406.5,38.0915289032494,255.730868829288,-149.202,1
"309724310",161.981381,-77.742903,419.5,38.5833778946636,255.707903751027,-142.649,1
"309668725",161.896428,-77.744948,436.5,40.6006633155394,255.620429002386,-165.534,1
"309654806",161.876547,-77.745846,450.5,41.0792565351776,255.599996368406,-163.277,1
"309640875",161.89983,-77.74903,457.5,40.5873381019715,255.614198591818,-159.534,1
"309585106",161.793373,-77.749867,489.5,43.0854789765782,255.500914221379,-170.514,1
"309557157",161.772681,-77.750587,509.5,43.580088143265,255.481295998675,-181.431,1
"308961186",160.651526,-77.751248,1007,69.8720084691854,254.298375002148,-62.768,1
"309543165",161.797074,-77.754109,485.5,43.0691666473991,255.497829902197,-174.052,1
"309529172",161.777312,-77.754954,503.5,43.5441544607658,255.479303435877,-184.069,1
"308932495",160.690374,-77.757386,1020,69.025976763085,254.326207635539,-48.384,1
"309430794",161.63964,-77.758744,591.5,46.8167997836246,255.350708608012,-160.262,1
"308946834",160.741506,-77.760448,1111,67.8598513354929,254.36075309116,-38.607,1
"309416670",161.654911,-77.761701,581.5,46.5118406611486,255.362652952343,-157.583,1
"309032760",160.935549,-77.761919,1201,63.3250424224166,254.527070174385,-83.673,1
"309430788",161.687337,-77.761952,558.5,45.7618971265389,255.391945095189,-170.433,1
"308903772",160.722646,-77.764457,1070,68.3452287704346,254.342960052345,-46.287,1
"309388405",161.641153,-77.76481,590.5,46.8876269126453,255.347504973824,-158.023,1
"309018447",160.949345,-77.764915,1184,63.0382266973205,254.53676025722,-58.234,1
"309416664",161.701978,-77.764931,558.5,45.4767973065318,255.402078969758,-176.098,1
"309402536",161.673605,-77.765189,582.5,46.1405746936942,255.376793724475,-176.177,1
"309018448",160.936228,-77.765222,1192,63.3492007682041,254.523107574918,-60.668,1
"309388399",161.688625,-77.768021,573.5,45.8463152558473,255.387638665285,-164.83,1
"308860629",160.708176,-77.768141,1066,68.7260429932473,254.329323515233,-36.427,1
"309374263",161.659358,-77.768286,605.5,46.5302854702627,255.361561936619,-164.741,1
"309075629",161.12468,-77.77058,1144.5,59.0160029621959,254.729662267765,-91.789,1
"309360102",161.673995,-77.771284,605.5,46.2505175233997,255.372230285543,-186.2,1
"308860623",160.756139,-77.771695,1071,67.645738156825,254.359867263343,-52.717,1
"309061336",161.140139,-77.773393,1156.5,58.6981156821862,254.74589123034,-89.577,1
"309047041",161.111535,-77.773675,1138.5,59.3695063949539,254.709296027743,-98.056,1
"308961146",160.979624,-77.774543,1143,62.4603852976736,254.554402298011,-74.401,1
"309175450",161.374583,-77.775568,672.5,53.2777298282088,255.051804428941,-126.106,1
"308946807",160.962109,-77.776434,1157,62.8969136120817,254.533237627569,-74.928,1
"309032736",161.126902,-77.77666,1144.5,59.0583587371507,254.725010519622,-80.525,1
"309161207",161.385214,-77.777181,666.5,53.0604561249619,255.064539603505,-104.346,1
"308946803",160.989347,-77.778301,1131,62.2897654500782,254.559326013638,-99.319,1
"308918107",160.970971,-77.780289,1139,62.7488559990167,254.53678181629,-65.835,1
"308975467",161.082568,-77.780431,1115,60.1521809204598,254.664410904711,-76.408,1
